,,,D001,D002,D003
GEO.id,GEO.id2,GEO.display-label,Total:,Total:,Total:
Id,Id2,Geography,,Occupied,Vacant
1000000US060014431052037,060014431052037,"Block 2037, Block Group 2, Census Tract 4431.05, Alameda County, California",0,0,0
1000000US060014431052038,060014431052038,"Block 2038, Block Group 2, Census Tract 4431.05, Alameda County, California",11,10,1
1000000US060014432001000,060014432001000,"Block 1000, Block Group 1, Census Tract 4432, Alameda County, California",98,97,1
1000000US060014432001001,060014432001001,"Block 1001, Block Group 1, Census Tract 4432, Alameda County, California",0,0,0
1000000US060014432001002,060014432001002,"Block 1002, Block Group 1, Census Tract 4432, Alameda County, California",3,2,1
1000000US060014432001003,060014432001003,"Block 1003, Block Group 1, Census Tract 4432, Alameda County, California",121,120,1
1000000US060014432001004,060014432001004,"Block 1004, Block Group 1, Census Tract 4432, Alameda County, California",0,0,0
1000000US060014432001005,060014432001005,"Block 1005, Block Group 1, Census Tract 4432, Alameda County, California",0,0,0
1000000US060014432001006,060014432001006,"Block 1006, Block Group 1, Census Tract 4432, Alameda County, California",2,2,0
1000000US060014432001007,060014432001007,"Block 1007, Block Group 1, Census Tract 4432, Alameda County, California",18,18,0
1000000US060014432001008,060014432001008,"Block 1008, Block Group 1, Census Tract 4432, Alameda County, California",11,11,0
1000000US060014432001009,060014432001009,"Block 1009, Block Group 1, Census Tract 4432, Alameda County, California",36,34,2
1000000US060014432001010,060014432001010,"Block 1010, Block Group 1, Census Tract 4432, Alameda County, California",18,18,0
1000000US060014432001011,060014432001011,"Block 1011, Block Group 1, Census Tract 4432, Alameda County, California",0,0,0
1000000US060014432001012,060014432001012,"Block 1012, Block Group 1, Census Tract 4432, Alameda County, California",30,29,1
1000000US060014432001013,060014432001013,"Block 1013, Block Group 1, Census Tract 4432, Alameda County, California",57,55,2
1000000US060014432001014,060014432001014,"Block 1014, Block Group 1, Census Tract 4432, Alameda County, California",14,14,0
1000000US060014432001015,060014432001015,"Block 1015, Block Group 1, Census Tract 4432, Alameda County, California",18,18,0
1000000US060014432001016,060014432001016,"Block 1016, Block Group 1, Census Tract 4432, Alameda County, California",16,16,0
1000000US060014432001017,060014432001017,"Block 1017, Block Group 1, Census Tract 4432, Alameda County, California",10,10,0
1000000US060014432001018,060014432001018,"Block 1018, Block Group 1, Census Tract 4432, Alameda County, California",25,25,0
1000000US060014432001019,060014432001019,"Block 1019, Block Group 1, Census Tract 4432, Alameda County, California",60,58,2
1000000US060014432001020,060014432001020,"Block 1020, Block Group 1, Census Tract 4432, Alameda County, California",0,0,0
1000000US060014432001021,060014432001021,"Block 1021, Block Group 1, Census Tract 4432, Alameda County, California",0,0,0
1000000US060014432001022,060014432001022,"Block 1022, Block Group 1, Census Tract 4432, Alameda County, California",0,0,0
1000000US060014432001023,060014432001023,"Block 1023, Block Group 1, Census Tract 4432, Alameda County, California",31,31,0
1000000US060014432001024,060014432001024,"Block 1024, Block Group 1, Census Tract 4432, Alameda County, California",18,18,0
1000000US060014432001025,060014432001025,"Block 1025, Block Group 1, Census Tract 4432, Alameda County, California",0,0,0
1000000US060014432001026,060014432001026,"Block 1026, Block Group 1, Census Tract 4432, Alameda County, California",10,9,1
1000000US060014432001027,060014432001027,"Block 1027, Block Group 1, Census Tract 4432, Alameda County, California",0,0,0
1000000US060014432001028,060014432001028,"Block 1028, Block Group 1, Census Tract 4432, Alameda County, California",0,0,0
1000000US060014432001029,060014432001029,"Block 1029, Block Group 1, Census Tract 4432, Alameda County, California",0,0,0
1000000US060014432001030,060014432001030,"Block 1030, Block Group 1, Census Tract 4432, Alameda County, California",24,24,0
1000000US060014432001031,060014432001031,"Block 1031, Block Group 1, Census Tract 4432, Alameda County, California",13,12,1
1000000US060014432001032,060014432001032,"Block 1032, Block Group 1, Census Tract 4432, Alameda County, California",17,17,0
1000000US060014432001033,060014432001033,"Block 1033, Block Group 1, Census Tract 4432, Alameda County, California",18,16,2
1000000US060014432001034,060014432001034,"Block 1034, Block Group 1, Census Tract 4432, Alameda County, California",116,114,2
1000000US060014432001035,060014432001035,"Block 1035, Block Group 1, Census Tract 4432, Alameda County, California",29,27,2
1000000US060014432001036,060014432001036,"Block 1036, Block Group 1, Census Tract 4432, Alameda County, California",19,17,2
1000000US060014432001037,060014432001037,"Block 1037, Block Group 1, Census Tract 4432, Alameda County, California",11,11,0
1000000US060014432001038,060014432001038,"Block 1038, Block Group 1, Census Tract 4432, Alameda County, California",0,0,0
1000000US060014432002000,060014432002000,"Block 2000, Block Group 2, Census Tract 4432, Alameda County, California",66,66,0
1000000US060014432002001,060014432002001,"Block 2001, Block Group 2, Census Tract 4432, Alameda County, California",24,24,0
1000000US060014432002002,060014432002002,"Block 2002, Block Group 2, Census Tract 4432, Alameda County, California",16,16,0
1000000US060014432002003,060014432002003,"Block 2003, Block Group 2, Census Tract 4432, Alameda County, California",0,0,0
1000000US060014432002004,060014432002004,"Block 2004, Block Group 2, Census Tract 4432, Alameda County, California",44,44,0
1000000US060014432002005,060014432002005,"Block 2005, Block Group 2, Census Tract 4432, Alameda County, California",54,53,1
1000000US060014432002006,060014432002006,"Block 2006, Block Group 2, Census Tract 4432, Alameda County, California",14,14,0
1000000US060014432002007,060014432002007,"Block 2007, Block Group 2, Census Tract 4432, Alameda County, California",0,0,0
1000000US060014432002008,060014432002008,"Block 2008, Block Group 2, Census Tract 4432, Alameda County, California",23,23,0
1000000US060014432002009,060014432002009,"Block 2009, Block Group 2, Census Tract 4432, Alameda County, California",14,14,0
1000000US060014432002010,060014432002010,"Block 2010, Block Group 2, Census Tract 4432, Alameda County, California",96,94,2
1000000US060014433011000,060014433011000,"Block 1000, Block Group 1, Census Tract 4433.01, Alameda County, California",29,27,2
1000000US060014433011001,060014433011001,"Block 1001, Block Group 1, Census Tract 4433.01, Alameda County, California",57,56,1
1000000US060014433011002,060014433011002,"Block 1002, Block Group 1, Census Tract 4433.01, Alameda County, California",36,35,1
1000000US060014433011003,060014433011003,"Block 1003, Block Group 1, Census Tract 4433.01, Alameda County, California",33,32,1
1000000US060014433011004,060014433011004,"Block 1004, Block Group 1, Census Tract 4433.01, Alameda County, California",30,30,0
1000000US060014433011005,060014433011005,"Block 1005, Block Group 1, Census Tract 4433.01, Alameda County, California",21,20,1
1000000US060014433011006,060014433011006,"Block 1006, Block Group 1, Census Tract 4433.01, Alameda County, California",19,19,0
1000000US060014433011007,060014433011007,"Block 1007, Block Group 1, Census Tract 4433.01, Alameda County, California",28,28,0
1000000US060014433011008,060014433011008,"Block 1008, Block Group 1, Census Tract 4433.01, Alameda County, California",14,14,0
1000000US060014433011009,060014433011009,"Block 1009, Block Group 1, Census Tract 4433.01, Alameda County, California",15,15,0
1000000US060014433011010,060014433011010,"Block 1010, Block Group 1, Census Tract 4433.01, Alameda County, California",0,0,0
1000000US060014433011011,060014433011011,"Block 1011, Block Group 1, Census Tract 4433.01, Alameda County, California",0,0,0
1000000US060014433011012,060014433011012,"Block 1012, Block Group 1, Census Tract 4433.01, Alameda County, California",16,14,2
1000000US060014433011013,060014433011013,"Block 1013, Block Group 1, Census Tract 4433.01, Alameda County, California",30,30,0
1000000US060014433011014,060014433011014,"Block 1014, Block Group 1, Census Tract 4433.01, Alameda County, California",30,29,1
1000000US060014433011015,060014433011015,"Block 1015, Block Group 1, Census Tract 4433.01, Alameda County, California",0,0,0
1000000US060014433012000,060014433012000,"Block 2000, Block Group 2, Census Tract 4433.01, Alameda County, California",326,324,2
1000000US060014433012001,060014433012001,"Block 2001, Block Group 2, Census Tract 4433.01, Alameda County, California",37,37,0
1000000US060014433012002,060014433012002,"Block 2002, Block Group 2, Census Tract 4433.01, Alameda County, California",41,41,0
1000000US060014433012003,060014433012003,"Block 2003, Block Group 2, Census Tract 4433.01, Alameda County, California",29,28,1
1000000US060014433012004,060014433012004,"Block 2004, Block Group 2, Census Tract 4433.01, Alameda County, California",11,11,0
1000000US060014433012005,060014433012005,"Block 2005, Block Group 2, Census Tract 4433.01, Alameda County, California",0,0,0
1000000US060014433012006,060014433012006,"Block 2006, Block Group 2, Census Tract 4433.01, Alameda County, California",7,7,0
1000000US060014433012007,060014433012007,"Block 2007, Block Group 2, Census Tract 4433.01, Alameda County, California",12,12,0
1000000US060014433012008,060014433012008,"Block 2008, Block Group 2, Census Tract 4433.01, Alameda County, California",0,0,0
1000000US060014433012009,060014433012009,"Block 2009, Block Group 2, Census Tract 4433.01, Alameda County, California",30,30,0
1000000US060014433012010,060014433012010,"Block 2010, Block Group 2, Census Tract 4433.01, Alameda County, California",24,24,0
1000000US060014433012011,060014433012011,"Block 2011, Block Group 2, Census Tract 4433.01, Alameda County, California",33,33,0
1000000US060014433012012,060014433012012,"Block 2012, Block Group 2, Census Tract 4433.01, Alameda County, California",0,0,0
1000000US060014433012013,060014433012013,"Block 2013, Block Group 2, Census Tract 4433.01, Alameda County, California",12,12,0
1000000US060014433012014,060014433012014,"Block 2014, Block Group 2, Census Tract 4433.01, Alameda County, California",0,0,0
1000000US060014433012015,060014433012015,"Block 2015, Block Group 2, Census Tract 4433.01, Alameda County, California",0,0,0
1000000US060014433012016,060014433012016,"Block 2016, Block Group 2, Census Tract 4433.01, Alameda County, California",0,0,0
1000000US060014433012017,060014433012017,"Block 2017, Block Group 2, Census Tract 4433.01, Alameda County, California",85,83,2
1000000US060014433012018,060014433012018,"Block 2018, Block Group 2, Census Tract 4433.01, Alameda County, California",31,30,1
1000000US060014433012019,060014433012019,"Block 2019, Block Group 2, Census Tract 4433.01, Alameda County, California",19,19,0
1000000US060014433012020,060014433012020,"Block 2020, Block Group 2, Census Tract 4433.01, Alameda County, California",61,61,0
1000000US060014433012021,060014433012021,"Block 2021, Block Group 2, Census Tract 4433.01, Alameda County, California",13,13,0
1000000US060014433012022,060014433012022,"Block 2022, Block Group 2, Census Tract 4433.01, Alameda County, California",14,14,0
1000000US060014433012023,060014433012023,"Block 2023, Block Group 2, Census Tract 4433.01, Alameda County, California",14,14,0
1000000US060014433012024,060014433012024,"Block 2024, Block Group 2, Census Tract 4433.01, Alameda County, California",37,36,1
1000000US060014433012025,060014433012025,"Block 2025, Block Group 2, Census Tract 4433.01, Alameda County, California",31,29,2
1000000US060014433211000,060014433211000,"Block 1000, Block Group 1, Census Tract 4433.21, Alameda County, California",261,245,16
1000000US060014433211001,060014433211001,"Block 1001, Block Group 1, Census Tract 4433.21, Alameda County, California",32,30,2
1000000US060014433211002,060014433211002,"Block 1002, Block Group 1, Census Tract 4433.21, Alameda County, California",23,22,1
1000000US060014433211003,060014433211003,"Block 1003, Block Group 1, Census Tract 4433.21, Alameda County, California",0,0,0
1000000US060014433212000,060014433212000,"Block 2000, Block Group 2, Census Tract 4433.21, Alameda County, California",0,0,0
1000000US060014433212001,060014433212001,"Block 2001, Block Group 2, Census Tract 4433.21, Alameda County, California",0,0,0
1000000US060014433212002,060014433212002,"Block 2002, Block Group 2, Census Tract 4433.21, Alameda County, California",0,0,0
1000000US060014433212003,060014433212003,"Block 2003, Block Group 2, Census Tract 4433.21, Alameda County, California",0,0,0
1000000US060014433212004,060014433212004,"Block 2004, Block Group 2, Census Tract 4433.21, Alameda County, California",0,0,0
1000000US060014433212005,060014433212005,"Block 2005, Block Group 2, Census Tract 4433.21, Alameda County, California",147,146,1
1000000US060014433212006,060014433212006,"Block 2006, Block Group 2, Census Tract 4433.21, Alameda County, California",0,0,0
1000000US060014433212007,060014433212007,"Block 2007, Block Group 2, Census Tract 4433.21, Alameda County, California",24,22,2
1000000US060014433212008,060014433212008,"Block 2008, Block Group 2, Census Tract 4433.21, Alameda County, California",19,19,0
1000000US060014433212009,060014433212009,"Block 2009, Block Group 2, Census Tract 4433.21, Alameda County, California",7,7,0
1000000US060014433212010,060014433212010,"Block 2010, Block Group 2, Census Tract 4433.21, Alameda County, California",0,0,0
1000000US060014433212011,060014433212011,"Block 2011, Block Group 2, Census Tract 4433.21, Alameda County, California",0,0,0
1000000US060014433212012,060014433212012,"Block 2012, Block Group 2, Census Tract 4433.21, Alameda County, California",129,126,3
1000000US060014433212013,060014433212013,"Block 2013, Block Group 2, Census Tract 4433.21, Alameda County, California",24,23,1
1000000US060014433212014,060014433212014,"Block 2014, Block Group 2, Census Tract 4433.21, Alameda County, California",1,1,0
1000000US060014433212015,060014433212015,"Block 2015, Block Group 2, Census Tract 4433.21, Alameda County, California",13,13,0
1000000US060014433212016,060014433212016,"Block 2016, Block Group 2, Census Tract 4433.21, Alameda County, California",0,0,0
1000000US060014433212017,060014433212017,"Block 2017, Block Group 2, Census Tract 4433.21, Alameda County, California",24,23,1
1000000US060014433212018,060014433212018,"Block 2018, Block Group 2, Census Tract 4433.21, Alameda County, California",158,154,4
1000000US060014433212019,060014433212019,"Block 2019, Block Group 2, Census Tract 4433.21, Alameda County, California",24,22,2
1000000US060014433212020,060014433212020,"Block 2020, Block Group 2, Census Tract 4433.21, Alameda County, California",103,95,8
1000000US060014433212021,060014433212021,"Block 2021, Block Group 2, Census Tract 4433.21, Alameda County, California",5,5,0
1000000US060014433212022,060014433212022,"Block 2022, Block Group 2, Census Tract 4433.21, Alameda County, California",0,0,0
1000000US060014433212023,060014433212023,"Block 2023, Block Group 2, Census Tract 4433.21, Alameda County, California",0,0,0
1000000US060014433212024,060014433212024,"Block 2024, Block Group 2, Census Tract 4433.21, Alameda County, California",0,0,0
1000000US060014433212025,060014433212025,"Block 2025, Block Group 2, Census Tract 4433.21, Alameda County, California",36,36,0
1000000US060014433212026,060014433212026,"Block 2026, Block Group 2, Census Tract 4433.21, Alameda County, California",120,115,5
1000000US060014433212027,060014433212027,"Block 2027, Block Group 2, Census Tract 4433.21, Alameda County, California",12,10,2
1000000US060014433212028,060014433212028,"Block 2028, Block Group 2, Census Tract 4433.21, Alameda County, California",0,0,0
1000000US060014433212029,060014433212029,"Block 2029, Block Group 2, Census Tract 4433.21, Alameda County, California",0,0,0
1000000US060014433212030,060014433212030,"Block 2030, Block Group 2, Census Tract 4433.21, Alameda County, California",0,0,0
1000000US060014433212031,060014433212031,"Block 2031, Block Group 2, Census Tract 4433.21, Alameda County, California",0,0,0
1000000US060014433212032,060014433212032,"Block 2032, Block Group 2, Census Tract 4433.21, Alameda County, California",0,0,0
1000000US060014433212033,060014433212033,"Block 2033, Block Group 2, Census Tract 4433.21, Alameda County, California",42,41,1
1000000US060014433221000,060014433221000,"Block 1000, Block Group 1, Census Tract 4433.22, Alameda County, California",0,0,0
1000000US060014433221001,060014433221001,"Block 1001, Block Group 1, Census Tract 4433.22, Alameda County, California",179,178,1
1000000US060014433221002,060014433221002,"Block 1002, Block Group 1, Census Tract 4433.22, Alameda County, California",38,37,1
1000000US060014433221003,060014433221003,"Block 1003, Block Group 1, Census Tract 4433.22, Alameda County, California",0,0,0
1000000US060014433221004,060014433221004,"Block 1004, Block Group 1, Census Tract 4433.22, Alameda County, California",29,29,0
1000000US060014433221005,060014433221005,"Block 1005, Block Group 1, Census Tract 4433.22, Alameda County, California",22,20,2
1000000US060014433221006,060014433221006,"Block 1006, Block Group 1, Census Tract 4433.22, Alameda County, California",38,38,0
1000000US060014433221007,060014433221007,"Block 1007, Block Group 1, Census Tract 4433.22, Alameda County, California",25,24,1
1000000US060014433221008,060014433221008,"Block 1008, Block Group 1, Census Tract 4433.22, Alameda County, California",38,38,0
1000000US060014433221009,060014433221009,"Block 1009, Block Group 1, Census Tract 4433.22, Alameda County, California",18,18,0
1000000US060014433221010,060014433221010,"Block 1010, Block Group 1, Census Tract 4433.22, Alameda County, California",28,28,0
1000000US060014433221011,060014433221011,"Block 1011, Block Group 1, Census Tract 4433.22, Alameda County, California",13,13,0
1000000US060014433221012,060014433221012,"Block 1012, Block Group 1, Census Tract 4433.22, Alameda County, California",23,22,1
1000000US060014433221013,060014433221013,"Block 1013, Block Group 1, Census Tract 4433.22, Alameda County, California",0,0,0
1000000US060014433221014,060014433221014,"Block 1014, Block Group 1, Census Tract 4433.22, Alameda County, California",0,0,0
1000000US060014433221015,060014433221015,"Block 1015, Block Group 1, Census Tract 4433.22, Alameda County, California",41,40,1
1000000US060014433221016,060014433221016,"Block 1016, Block Group 1, Census Tract 4433.22, Alameda County, California",15,15,0
1000000US060014433221017,060014433221017,"Block 1017, Block Group 1, Census Tract 4433.22, Alameda County, California",6,6,0
1000000US060014433221018,060014433221018,"Block 1018, Block Group 1, Census Tract 4433.22, Alameda County, California",9,8,1
1000000US060014433222000,060014433222000,"Block 2000, Block Group 2, Census Tract 4433.22, Alameda County, California",8,8,0
1000000US060014433222001,060014433222001,"Block 2001, Block Group 2, Census Tract 4433.22, Alameda County, California",23,23,0
1000000US060014433222002,060014433222002,"Block 2002, Block Group 2, Census Tract 4433.22, Alameda County, California",15,15,0
1000000US060014433222003,060014433222003,"Block 2003, Block Group 2, Census Tract 4433.22, Alameda County, California",47,47,0
1000000US060014433222004,060014433222004,"Block 2004, Block Group 2, Census Tract 4433.22, Alameda County, California",35,35,0
1000000US060014433222005,060014433222005,"Block 2005, Block Group 2, Census Tract 4433.22, Alameda County, California",29,29,0
1000000US060014433222006,060014433222006,"Block 2006, Block Group 2, Census Tract 4433.22, Alameda County, California",15,14,1
1000000US060014433222007,060014433222007,"Block 2007, Block Group 2, Census Tract 4433.22, Alameda County, California",31,29,2
1000000US060014433222008,060014433222008,"Block 2008, Block Group 2, Census Tract 4433.22, Alameda County, California",54,53,1
1000000US060014433222009,060014433222009,"Block 2009, Block Group 2, Census Tract 4433.22, Alameda County, California",41,41,0
1000000US060014433222010,060014433222010,"Block 2010, Block Group 2, Census Tract 4433.22, Alameda County, California",27,27,0
1000000US060014433222011,060014433222011,"Block 2011, Block Group 2, Census Tract 4433.22, Alameda County, California",0,0,0
1000000US060014433222012,060014433222012,"Block 2012, Block Group 2, Census Tract 4433.22, Alameda County, California",0,0,0
1000000US060014433222013,060014433222013,"Block 2013, Block Group 2, Census Tract 4433.22, Alameda County, California",15,15,0
1000000US060014433222014,060014433222014,"Block 2014, Block Group 2, Census Tract 4433.22, Alameda County, California",11,10,1
1000000US060014433222015,060014433222015,"Block 2015, Block Group 2, Census Tract 4433.22, Alameda County, California",32,31,1
1000000US060014433222016,060014433222016,"Block 2016, Block Group 2, Census Tract 4433.22, Alameda County, California",10,10,0
1000000US060014433222017,060014433222017,"Block 2017, Block Group 2, Census Tract 4433.22, Alameda County, California",22,22,0
1000000US060014433222018,060014433222018,"Block 2018, Block Group 2, Census Tract 4433.22, Alameda County, California",0,0,0
1000000US060014441001000,060014441001000,"Block 1000, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441001001,060014441001001,"Block 1001, Block Group 1, Census Tract 4441, Alameda County, California",192,186,6
1000000US060014441001002,060014441001002,"Block 1002, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441001003,060014441001003,"Block 1003, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441001004,060014441001004,"Block 1004, Block Group 1, Census Tract 4441, Alameda County, California",87,86,1
1000000US060014441001005,060014441001005,"Block 1005, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441001006,060014441001006,"Block 1006, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441001007,060014441001007,"Block 1007, Block Group 1, Census Tract 4441, Alameda County, California",45,44,1
1000000US060014441001008,060014441001008,"Block 1008, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441001009,060014441001009,"Block 1009, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441001010,060014441001010,"Block 1010, Block Group 1, Census Tract 4441, Alameda County, California",16,14,2
1000000US060014441001011,060014441001011,"Block 1011, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441001012,060014441001012,"Block 1012, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441001013,060014441001013,"Block 1013, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441001014,060014441001014,"Block 1014, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441001015,060014441001015,"Block 1015, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441001016,060014441001016,"Block 1016, Block Group 1, Census Tract 4441, Alameda County, California",109,104,5
1000000US060014441001017,060014441001017,"Block 1017, Block Group 1, Census Tract 4441, Alameda County, California",27,27,0
1000000US060014441001018,060014441001018,"Block 1018, Block Group 1, Census Tract 4441, Alameda County, California",42,39,3
1000000US060014441001019,060014441001019,"Block 1019, Block Group 1, Census Tract 4441, Alameda County, California",35,35,0
1000000US060014441001020,060014441001020,"Block 1020, Block Group 1, Census Tract 4441, Alameda County, California",42,39,3
1000000US060014441001021,060014441001021,"Block 1021, Block Group 1, Census Tract 4441, Alameda County, California",10,10,0
1000000US060014441001022,060014441001022,"Block 1022, Block Group 1, Census Tract 4441, Alameda County, California",23,23,0
1000000US060014441001023,060014441001023,"Block 1023, Block Group 1, Census Tract 4441, Alameda County, California",27,27,0
1000000US060014441001024,060014441001024,"Block 1024, Block Group 1, Census Tract 4441, Alameda County, California",21,21,0
1000000US060014441001025,060014441001025,"Block 1025, Block Group 1, Census Tract 4441, Alameda County, California",50,49,1
1000000US060014441001026,060014441001026,"Block 1026, Block Group 1, Census Tract 4441, Alameda County, California",28,26,2
1000000US060014441001027,060014441001027,"Block 1027, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441001028,060014441001028,"Block 1028, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441001029,060014441001029,"Block 1029, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441001030,060014441001030,"Block 1030, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441001031,060014441001031,"Block 1031, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441001032,060014441001032,"Block 1032, Block Group 1, Census Tract 4441, Alameda County, California",15,14,1
1000000US060014441001033,060014441001033,"Block 1033, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441001034,060014441001034,"Block 1034, Block Group 1, Census Tract 4441, Alameda County, California",10,10,0
1000000US060014441001035,060014441001035,"Block 1035, Block Group 1, Census Tract 4441, Alameda County, California",31,31,0
1000000US060014441001036,060014441001036,"Block 1036, Block Group 1, Census Tract 4441, Alameda County, California",27,25,2
1000000US060014441001037,060014441001037,"Block 1037, Block Group 1, Census Tract 4441, Alameda County, California",14,12,2
1000000US060014441001038,060014441001038,"Block 1038, Block Group 1, Census Tract 4441, Alameda County, California",13,11,2
1000000US060014441001039,060014441001039,"Block 1039, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441001040,060014441001040,"Block 1040, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441001041,060014441001041,"Block 1041, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441001042,060014441001042,"Block 1042, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441001043,060014441001043,"Block 1043, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441001044,060014441001044,"Block 1044, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441001045,060014441001045,"Block 1045, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441001046,060014441001046,"Block 1046, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441001047,060014441001047,"Block 1047, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441001048,060014441001048,"Block 1048, Block Group 1, Census Tract 4441, Alameda County, California",17,17,0
1000000US060014441001049,060014441001049,"Block 1049, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441001050,060014441001050,"Block 1050, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441001051,060014441001051,"Block 1051, Block Group 1, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441002000,060014441002000,"Block 2000, Block Group 2, Census Tract 4441, Alameda County, California",1,1,0
1000000US060014441002001,060014441002001,"Block 2001, Block Group 2, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441002002,060014441002002,"Block 2002, Block Group 2, Census Tract 4441, Alameda County, California",31,30,1
1000000US060014441002003,060014441002003,"Block 2003, Block Group 2, Census Tract 4441, Alameda County, California",41,39,2
1000000US060014441002004,060014441002004,"Block 2004, Block Group 2, Census Tract 4441, Alameda County, California",26,25,1
1000000US060014441002005,060014441002005,"Block 2005, Block Group 2, Census Tract 4441, Alameda County, California",26,26,0
1000000US060014441002006,060014441002006,"Block 2006, Block Group 2, Census Tract 4441, Alameda County, California",27,26,1
1000000US060014441002007,060014441002007,"Block 2007, Block Group 2, Census Tract 4441, Alameda County, California",25,24,1
1000000US060014441002008,060014441002008,"Block 2008, Block Group 2, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441002009,060014441002009,"Block 2009, Block Group 2, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441002010,060014441002010,"Block 2010, Block Group 2, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441002011,060014441002011,"Block 2011, Block Group 2, Census Tract 4441, Alameda County, California",13,12,1
1000000US060014441002012,060014441002012,"Block 2012, Block Group 2, Census Tract 4441, Alameda County, California",12,12,0
1000000US060014441002013,060014441002013,"Block 2013, Block Group 2, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441002014,060014441002014,"Block 2014, Block Group 2, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441002015,060014441002015,"Block 2015, Block Group 2, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441002016,060014441002016,"Block 2016, Block Group 2, Census Tract 4441, Alameda County, California",68,66,2
1000000US060014441002017,060014441002017,"Block 2017, Block Group 2, Census Tract 4441, Alameda County, California",12,12,0
1000000US060014441002018,060014441002018,"Block 2018, Block Group 2, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441002019,060014441002019,"Block 2019, Block Group 2, Census Tract 4441, Alameda County, California",9,9,0
1000000US060014441002020,060014441002020,"Block 2020, Block Group 2, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441002021,060014441002021,"Block 2021, Block Group 2, Census Tract 4441, Alameda County, California",12,12,0
1000000US060014441002022,060014441002022,"Block 2022, Block Group 2, Census Tract 4441, Alameda County, California",12,12,0
1000000US060014441002023,060014441002023,"Block 2023, Block Group 2, Census Tract 4441, Alameda County, California",18,18,0
1000000US060014441002024,060014441002024,"Block 2024, Block Group 2, Census Tract 4441, Alameda County, California",14,14,0
1000000US060014441002025,060014441002025,"Block 2025, Block Group 2, Census Tract 4441, Alameda County, California",16,15,1
1000000US060014441002026,060014441002026,"Block 2026, Block Group 2, Census Tract 4441, Alameda County, California",23,22,1
1000000US060014441002027,060014441002027,"Block 2027, Block Group 2, Census Tract 4441, Alameda County, California",18,17,1
1000000US060014441002028,060014441002028,"Block 2028, Block Group 2, Census Tract 4441, Alameda County, California",16,15,1
1000000US060014441002029,060014441002029,"Block 2029, Block Group 2, Census Tract 4441, Alameda County, California",15,15,0
1000000US060014441002030,060014441002030,"Block 2030, Block Group 2, Census Tract 4441, Alameda County, California",16,16,0
1000000US060014441002031,060014441002031,"Block 2031, Block Group 2, Census Tract 4441, Alameda County, California",29,27,2
1000000US060014441002032,060014441002032,"Block 2032, Block Group 2, Census Tract 4441, Alameda County, California",16,15,1
1000000US060014441002033,060014441002033,"Block 2033, Block Group 2, Census Tract 4441, Alameda County, California",10,10,0
1000000US060014441002034,060014441002034,"Block 2034, Block Group 2, Census Tract 4441, Alameda County, California",10,10,0
1000000US060014441002035,060014441002035,"Block 2035, Block Group 2, Census Tract 4441, Alameda County, California",10,10,0
